planner,configuration,heuristic,search,benchmark,instance,status,compatible,return_code,wall_seconds,max_rss_kb,peak_group_rss_kb,limit_reason,plan_length,expanded_nodes,metric_value,objective_value,validation,plan_path,case_directory
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_01_blocksworld,p000.pddl,solved,true,0,0.223407,13568,1552,,1,1,1,1,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p000/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p000
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_01_blocksworld,p001.pddl,solved,true,0,0.227904,13952,1556,,8,12,8,8,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p001/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p001
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_01_blocksworld,p002.pddl,solved,true,0,0.226209,14208,1552,,16,23,16,16,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p002/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p002
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_01_blocksworld,p003.pddl,solved,true,0,0.237155,14720,8784,,40,234,40,40,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p003/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p003
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_01_blocksworld,p004.pddl,solved,true,0,0.231327,15228,9188,,54,345,54,54,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p004/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_01_blocksworld/p004
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_02_logistics,p000.pddl,solved,true,0,0.228144,14464,1556,,3,3,4,4,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p000/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p000
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_02_logistics,p001.pddl,solved,true,0,0.229741,15100,1552,,12,19,126,126,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p001/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p001
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_02_logistics,p002.pddl,solved,true,0,0.670149,31772,31772,,37,2275,300,300,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p002/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p002
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_02_logistics,p003.pddl,solved,true,0,0.446852,32820,32820,,50,286,492,492,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p003/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p003
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_02_logistics,p004.pddl,solved,true,0,0.910504,32608,32608,,67,1541,928,928,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p004/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_02_logistics/p004
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_03_books,p000.pddl,solved,true,0,0.220530,14592,8648,,2,2,2,2,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p000/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p000
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_03_books,p001.pddl,solved,true,0,0.222183,14976,1552,,19,120,73,73,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p001/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p001
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_03_books,p002.pddl,solved,true,0,0.445693,21104,21104,,47,2798,209,209,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p002/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p002
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_03_books,p003.pddl,solved,true,0,0.892063,25776,25776,,69,10253,305,305,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p003/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p003
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_03_books,p004.pddl,solved,true,0,1.575024,31728,31728,,99,15955,420,420,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p004/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_03_books/p004
count-downward-agile,h-irhff__s-alias,irhff,alias,changmin_04_watering,p000.pddl,solved,true,0,0.215372,14208,10504,,3,5,3,3,valid,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_04_watering/p000/plan.val,results/raw/changmin-heuristics-all-20260912-160327-347232/cases/count-downward-agile/h-irhff__s-alias/changmin_04_watering/p000
